ticker,price,mktcap_b,fwd_pe,trail_pe,psr,pbr,ev_ebitda,peg,rev_growth,eps_growth,gross_margin,op_margin,fcf_b,roe,debt_to_equity,beta,div_yield
AOS,62.72,8.524186112,15.332752,17.470753,2.240318,4.6280994,11.572,1.66,-0.007,-0.15,0.38592,0.18929,0.484612512,0.27133,36.766,1.157,2.28
APA,42.96,15.051101184,10.225308,9.063292,1.7558447,2.14564,3.42,0.82,0.092,0.263,0.78255,0.56331,2.146749952,0.26659,48.854,0.348,2.3
APD,306.24,68.195217408,21.214674,,5.411374,4.9118643,18.9,2.2,0.046,,0.32056,0.25536,-1.497500032,0.00023,110.091,0.75,2.37
APH,155.55,191.790579712,24.014303,38.8875,6.610824,12.376671,21.885,1.09,0.55,0.593,0.38952,0.29779,3.818374912,0.38115,120.415,1.251,0.64
APO,132.79,78.418223104,12.372123,47.256226,2.2028828,3.900655,,0.61,0.638,0.637,0.36141998,0.21952,0.0,0.11412,100.969,1.508,1.7
APTV,47.34,9.829361664,7.2698574,21.420815,0.48825982,1.1269282,4.623,0.95,0.023,-0.353,0.19251,0.12675999,1.615874944,0.05158,64.938,1.36,
ARE,54.04,9.30002944,-66.71605,,3.2742813,0.5931748,14.388,3.24,-0.119,,0.68198997,0.17282,1.344973952,-0.040760003,68.67,1.169,5.38
ARES,140.01,46.181822464,19.467653,64.22477,7.7129173,12.692411,35.843,1.33,0.058,0.065,0.37407002,0.19381,2.159716096,0.14941,172.378,1.507,3.82
ATO,167.82,28.359661568,18.609985,20.002384,5.762372,1.8586365,14.48,2.01,0.048,0.233,0.62212,0.37223998,-2.220956928,0.09792,67.662,0.602,2.4
AVY,183.69,13.921524736,16.421068,20.07541,1.519287,6.002549,11.583,1.92,0.109,0.108,0.28978002,0.13586001,1.0046,0.3116,158.653,0.812,2.18
AWK,139.91,27.804174336,21.308903,24.247835,5.261956,2.3835566,14.675,2.62,0.062,0.086,0.61469,0.40664002,-1.785374976,0.10095,137.745,0.577,2.64
AXP,337.33,227.802251264,16.771164,20.493925,3.2124188,6.6423154,,1.57,0.128,0.11,0.62338,0.2032,0.0,0.34377,172.38,1.055,1.13
AZO,3009.44,49.130176512,17.181982,20.679173,2.45818,-17.691038,14.331,1.34,0.084,0.077,0.51754004,0.19082001,0.903784256,,,0.344,
BA,210.46,166.341279744,51.072113,75.70504,1.7683892,27.275791,-68.409,89.29,0.08,,0.0471,4.0000003e-05,5.625375232,1.73537,790.875,1.221,
BALL,64.42,17.052189696,14.243484,18.458452,1.1972358,2.9666128,11.529,1.23,0.197,0.092,0.1863,0.09232,0.379875008,0.17151,131.495,0.956,1.26
BAX,26.49,13.695223808,13.008249,,1.1940038,2.2067645,11.204,36.68,0.053,0.368,0.34098,0.14425999,1.000374976,-0.14371,156.449,0.595,0.15
BBY,87.48,18.43790848,12.345993,16.2,0.44046602,5.9786773,7.767,1.64,0.019,0.379,0.22518,0.0404,1.143750016,0.39104,134.09,1.317,4.47
BDX,190.74,51.955060736,14.349457,33.0,2.310757,2.1279159,11.174,1.11,0.054,-0.314,0.46936,0.15732999,4.478374912,0.06607,68.84,0.258,2.19
BEN,34.62,17.589620736,10.937524,23.55102,1.8864685,1.4968221,11.671,0.43,0.143,1.067,0.37707,0.12979001,-2.990862592,0.07887,24.805,1.574,3.85
BF-B,28.75,13.192347648,16.906296,18.79085,3.3585405,3.2804656,12.956,2.14,0.02,-0.627,0.6054,0.23246,0.739625024,0.17846,64.95,0.34,3.25
BG,110.16,21.163843584,9.713198,23.74138,0.23049526,1.3265576,12.623,1.37,0.883,0.33,0.049239997,0.04617,-6.475375104,0.071779996,97.995,0.65,2.55
BIIB,218.12,32.228102144,13.190024,38.67376,3.2138436,1.7092704,11.64,1.53,0.034,-0.848,0.78322,0.25058,1.26698752,0.04575,44.329,0.162,
BLDR,70.22,7.555423232,15.723172,76.32609,0.5229136,1.8863668,12.447,2.02,-0.088,,0.29188,0.033269998,0.46457712,0.02506,130.786,1.418,
BLK,1172.61,190.521212928,18.234306,28.086466,6.9790545,3.1546874,16.838,1.12,0.306,0.196,0.47152,0.35079,7.5781248,0.122779995,23.192,1.425,1.98
BMY,67.28,137.433833472,10.259288,14.819383,2.7941656,6.1583524,9.026,2.37,0.057,1.531,0.71661,0.34418,8.114375168,0.46598998,201.859,0.225,3.76
BNY,162.14,110.01266176,15.8250065,18.919487,5.137178,2.7564986,,1.31,0.131,0.269,0.0,0.40046,0.0,0.14124,,1.049,1.4
BR,185.45,21.145341952,16.020464,19.317707,2.8687181,7.44271,13.206,1.98,0.075,0.084,0.31780002,0.24609,1.194499968,0.40916002,123.939,0.889,2.39
BRO,74.62,24.968626176,15.473239,23.840256,3.747355,1.9569893,10.917,1.51,0.324,0.071,0.56281,0.41838002,1.642749952,0.10023,63.975,0.581,0.91
BSX,49.01,71.026737152,14.274896,19.842104,3.38287,2.844127,14.94,0.72,0.075,0.151,0.69189,0.22895999,2.451375104,0.15338999,50.151,0.566,
BX,143.64,171.692572672,19.176163,32.134228,11.088882,12.746472,,1.69,0.286,0.573,1.0,0.54357,0.0,0.31374002,68.185,1.546,3.65
BXP,69.99,12.659610624,33.45666,37.629032,3.9682562,2.1658,18.082,3.09,0.037,-0.232,0.56452,0.28755,0.880636864,0.05308,211.631,1.039,4.14
C,131.72,220.951969792,10.224096,14.193966,2.7040334,1.1480068,,0.71,0.155,0.61,0.0,0.36229,0.0,0.08529,,1.102,2.04
CAH,232.37,54.043619328,16.512417,32.139694,0.21256262,-18.780409,13.826,1.15,0.058,0.688,0.03844,0.013300001,4.752500224,,,0.521,0.9
CARR,59.97,49.434775552,18.14024,42.835716,2.2530265,3.763414,19.767,1.43,0.039,-0.118,0.24691999,0.13069001,0.861750016,0.08966,91.998,1.309,1.59
CASY,854.21,31.609966592,36.20436,44.629574,1.7999992,7.977307,22.303,3.63,0.145,0.66,0.24606001,0.05351,0.550939648,0.19153,73.514,0.615,0.31
CB,345.83,133.421162496,11.880338,12.2504425,2.15557,1.7694039,10.352,2.69,0.061,-0.007,0.31129998,0.23527001,10.488000512,0.14822,30.941,0.389,1.2
CBOE,308.09,32.17415168,20.271265,23.994547,6.3568945,5.725835,15.866,2.56,0.229,0.502,0.54078996,0.34634,0.678249984,0.26297,28.09,0.415,1.14
CBRE,151.93,43.995172864,16.737207,34.76659,1.0065012,5.243666,24.452,1.0,0.155,-0.042,0.18574,0.03608,1.63762496,0.15798001,117.789,1.193,
CCI,76.4,33.386801152,26.459976,31.183674,7.8117747,-9.9531,20.256,0.92,-0.049,-0.675,0.73732,0.46825,1.036249984,,,0.97,5.63
CCL,25.71,35.213676544,9.746684,11.58108,1.2893587,2.7200592,8.105,0.89,0.053,-0.065,0.55676997,0.12787,1.899374976,0.26689,201.556,2.338,1.75
CDW,132.51,16.566057984,11.100378,15.926682,0.7049266,6.798871,11.55,1.33,0.1,0.049,0.21360001,0.07345,0.67678752,0.44009998,263.278,0.94,1.84
CF,129.24,19.558940672,12.354022,9.587538,2.5273216,3.4084976,6.176,0.44,0.176,0.996,0.42486,0.49325,1.276749952,0.29867,40.504,0.398,1.85
CFG,70.23,29.579247616,10.76368,15.300653,3.6244636,1.2331654,,1.65,0.147,0.413,0.0,0.35132998,0.0,0.08270001,,1.006,2.63
CHD,102.53,24.320516096,25.377396,32.86218,3.9043386,5.592037,18.903,3.0,0.016,0.09,0.45562,0.18065001,0.939262528,0.17041,55.851,0.471,1.24
CHRW,142.86,16.69337088,19.049982,27.263361,0.9821645,10.279177,19.694,1.94,0.193,0.238,0.08447,0.05337,0.480618368,0.37123,121.188,0.946,1.78
CHTR,150.3,20.257056768,3.4079537,3.9110072,0.37239975,1.0575422,5.458,0.94,-0.017,0.161,0.55189997,0.23503,2.198374912,0.27201998,441.578,0.678,
CI,280.45,74.106249216,8.378232,11.603228,0.2624326,1.735211,7.7,0.83,0.067,0.102,0.091359995,0.03985,7.980125184,0.16758,74.29,0.321,2.25
CINF,171.21,26.27697664,18.957571,8.079755,1.8831143,1.5754024,5.684,2.19,0.316,0.855,0.31066,0.37202,2.984875008,0.21484,5.255,0.554,2.23
CL,92.55,73.778348032,22.529104,36.437008,3.5054095,312.6689,15.922,1.75,0.049,-0.055,0.60431,0.20966,3.458374912,2.67367,1388.163,0.327,2.33
CLX,107.17,12.960176128,17.042599,22.280664,1.9285977,144.0457,16.245,1.34,-0.02,-0.501,0.42321,0.12885,0.110375,1.6376,2221.429,0.541,4.69
CMCSA,27.02,95.88416512,7.459493,8.660257,0.7676629,1.06752,5.23,142.98,-0.012,-0.668,0.6939,0.17233999,12.697624576,0.114879996,100.474,0.647,4.92
CME,279.165,100.381949952,21.590187,23.65805,14.855555,3.7819037,21.058,4.82,0.008,0.025,1.0,0.65036005,2.90901248,0.15802,14.587,0.267,1.89
CMG,38.02,48.111194112,27.769663,35.2037,3.8725152,21.913546,22.609,1.99,0.093,-0.013,0.39361998,0.16108,1.116464384,0.49560001,246.35,0.937,
CMI,571.62,78.691770368,16.566761,29.208994,2.2725973,6.1253095,17.196,1.33,0.094,0.047,0.25772,0.11896,2.229374976,0.21114,59.586,1.246,1.5
CMS,68.42,21.454948352,16.459658,20.608433,2.398307,2.2467408,13.69,2.64,-0.005,-0.439,0.40315,0.17167999,-2.19887488,0.09158,185.604,0.339,3.34
CNC,65.65,32.430772224,12.357601,,0.17986718,1.4373919,4.616,0.88,0.046,,0.11415,0.0376,9.639624704,-0.20358999,71.082,1.105,
CNP,39.1,25.755961344,18.737719,23.27381,2.677335,2.1974933,12.903,1.87,0.107,0.233,0.47027,0.24489,-5.191875072,0.09825,210.256,0.461,2.48
COF,216.27,132.678377472,8.996919,11.915703,2.7578812,1.2884028,,0.23,11.11,,0.0,0.33629,0.0,0.09031,,1.016,1.47
COIN,179.48,47.353450496,62.102516,,7.835107,3.619643,67.304,10.58,-0.173,,0.8581,-0.13922,2.668452864,-0.07847,50.982,3.361,
COO,75.8,14.783322112,15.171379,64.2373,3.494049,1.7931492,19.69,0.72,0.079,,0.65550005,-0.02866,0.424275008,0.02853,33.093,0.823,
COR,323.77,61.784109056,16.361887,24.018545,0.18566537,20.250813,13.076,0.67,0.051,0.119,0.03961,0.014149999,2.043314048,0.96871,446.516,0.573,0.75
CPAY,413.92,27.177822208,13.24775,25.19294,5.4133673,7.672716,12.617,0.95,0.215,-0.07,0.80539,0.4692,1.946175872,0.29215,275.291,0.869,
CPT,109.15,10.97387008,100.13761,36.0231,6.9372854,2.9438736,17.828,9.17,-0.008,-0.757,0.61619,0.16104001,0.139679632,0.07885,125.648,0.789,3.94
CRH,95.79,63.727599616,14.478888,16.924028,1.6496065,2.6539035,10.545,1.88,0.056,0.139,0.3625,0.19022,2.019124992,0.15812,77.592,1.204,1.64
CRL,298.58,14.381919232,23.536219,,3.5643706,5.0184884,20.001,0.12,-0.027,,0.34585,0.15113,0.468856,-0.07516,105.047,1.376,
CRM,209.06,171.220140032,13.471914,24.196758,3.9977617,5.001316,15.667,0.87,0.133,0.522,0.77643996,0.218,16.552999936,0.16908,124.282,1.152,0.84
CSGP,32.84,13.306689536,19.034481,182.44444,3.7420387,1.6759378,32.928,0.64,0.184,12.61,0.78683996,0.082159996,0.4127,0.00894,14.537,0.731,
CTSH,62.2,28.017631232,9.850985,13.34764,1.3594215,1.943993,7.164,0.99,0.045,0.038,0.3344,0.17479,2.215500032,0.14924,14.479,0.809,2.13
CTVA,82.81,55.250501632,20.09454,50.187878,3.1018696,2.195445,13.409,1.31,-0.012,-0.099,0.4954,0.3013,2.417250048,0.04256,19.191,0.569,0.88
CVNA,72.33,107.63227136,32.053783,38.269844,4.2953258,12.91146,21.516,,0.524,0.615,0.19371,0.09219,0.424375008,0.58773,110.88,3.488,
CVS,94.11,120.363900928,11.06298,24.831135,0.29168874,1.5090195,10.882,0.25,0.071,1.888,0.13645001,0.03861,8.076000256,0.06205,95.503,0.596,2.86
D,66.61,58.585223168,17.462086,23.048443,3.2333586,2.0986137,14.134,2.84,0.176,-0.58,0.46222,0.29219,-9.181124608,0.08281,160.459,0.63,4.01
DAL,82.48,54.240751616,9.413946,81.66337,0.7943057,2.472941,9.367,0.21,0.187,-0.254,0.187,0.07921,2.817374976,0.20125,96.649,1.311,0.94
DD,136.67,18.456324096,17.159315,58.909485,2.6406844,1.3403882,12.78,1.72,0.04,1.496,0.35132,0.14239,1.835250048,0.01792,22.902,1.09,1.73
DECK,92.08,12.539625472,11.010337,13.09815,2.2686756,5.4698825,8.573,1.12,0.057,0.011,0.57804,0.15233,0.871420352,0.42558,20.521,1.167,
DELL,433.19,279.902420992,19.459305,884.0612,2.0887928,-200.27277,21.817,0.73,0.875,2.825,0.19212,0.088570006,5.4341248,,,1.401,0.57
DG,125.33,27.646124032,15.604495,17.727015,0.6418084,3.126216,12.3,1.77,0.034,0.124,0.30827,0.05919,1.882562304,0.1891,178.649,0.235,1.91
DGX,243.87,26.91675136,20.225233,25.916046,2.3284388,3.5691597,14.623,2.04,0.102,0.15,0.33192003,0.15248,0.909625024,0.14602,81.074,0.548,1.41
DHI,148.97,41.667100672,12.660122,14.201144,1.2493883,1.7557279,11.433,1.25,0.0,-0.048,0.21298,0.1299,2.413900032,0.12632,29.451,1.375,1.21
DIS,110.61,190.988828672,14.859226,22.806187,1.9318925,1.7390963,11.151,2.68,0.068,-0.483,0.37595,0.19301,4.86037504,0.0801,39.404,1.395,1.39
DLR,188.55,71.027007488,65.21288,91.52913,10.511562,2.612654,28.517,13.8,0.299,-0.587,0.56994,0.25882,3.768482048,0.02912,67.944,1.042,2.56
DLTR,136.75,26.27987456,17.673826,21.950241,1.3307681,7.541083,13.243,1.64,0.072,0.095,0.36991,0.09088001,1.44362496,0.33976,216.518,0.665,
DOC,21.63,15.334529024,-144.19998,61.8,5.1984873,1.921471,15.973,4.32,0.111,0.682,0.57648,0.1599,1.645113088,0.03039,108.653,0.997,5.7
DOV,203.62,27.423586304,17.487463,24.591787,3.2567399,3.5596657,15.033,1.66,0.069,0.141,0.40092,0.18691999,0.906472128,0.14914,42.316,1.156,1.04
DOW,31.44,22.710392832,17.280897,,0.5496356,1.4319549,10.112,38.89,0.197,,0.09787,0.11594,0.237624992,-0.0554,111.913,0.423,4.33
DPZ,349.01,11.545857024,16.724058,19.785149,2.2963965,-2.89808,15.893,1.71,0.043,0.068,0.28709,0.19084999,0.531496512,,,0.951,2.33
DRI,225.56,25.610479616,18.209957,21.605364,1.938587,11.656245,15.653,1.98,0.137,0.36,0.21667999,0.14142,0.790974976,0.53718,364.507,0.585,2.92
DTE,135.66,28.229228544,16.214666,21.499208,1.7144991,2.323582,15.466,1.9,-0.015,0.224,0.29347,0.13623999,-2.596624896,0.1103,229.06,0.396,3.45
DVA,176.5,11.260699648,10.372999,14.957627,0.8086323,-14.753824,9.076,0.54,0.052,0.558,0.32364,0.16061,1.042460032,0.88475,1241.986,0.87,
DVN,48.23,53.052997632,8.833398,10.484783,2.824823,1.3284671,7.278,2.92,0.642,0.44,0.50349,0.41077,0.782625024,0.11522,28.488,0.419,2.61
EBAY,107.08,47.650598912,15.904017,22.495798,3.9682379,10.418369,16.204,1.59,0.148,0.55,0.72052,0.2157,1.57962496,0.46611,153.012,1.355,1.19
ECHO,85.32,24.784668672,5.4564047,,1.691333,1.7506925,21.288,1.33,-0.04,,0.29540002,0.14279,-18.870501376,-0.33428,123.757,1.013,
ECL,286.98,80.448708608,30.472216,38.46917,4.7765303,8.000558,21.22,2.9,0.097,0.033,0.44210997,0.18521999,1.47482496,0.21956,138.023,0.89,1.04
ED,107.71,39.834243072,16.598425,17.71546,2.2519217,1.5495389,10.74,2.24,0.132,0.221,0.53372,0.16540001,-0.844875008,0.08962,110.113,0.263,3.3
EFX,194.63,22.866085888,19.182323,34.265846,3.548155,5.225387,14.585,1.92,0.106,0.007,0.55542,0.17305,0.947537472,0.14275,120.956,1.296,1.16
EG,376.79,14.44716032,6.305902,7.9609127,0.85867226,0.9450275,,0.97,-0.113,-0.115,0.15281,0.19132,2.064625024,0.12572,23.26,0.279,2.16
EIX,73.97,28.4646912,11.366832,7.633643,1.4655147,1.6314873,8.118,3.37,-0.041,0.551,0.61005,0.26899,0.082375,0.19734,228.042,0.651,4.9
EL,104.13,37.673701376,26.68146,208.26,2.5034022,9.898289,17.364,2.12,0.063,,0.75487,0.07003,1.812125056,0.04745,242.932,1.246,1.37
ELV,402.63,87.318085632,13.599856,17.823374,0.4341721,1.9452041,9.675,1.42,0.014,-0.131,0.2599,0.04559,4.306375168,0.11133,68.953,0.692,1.72
EME,764.9,33.73966336,20.814178,23.791601,1.8141774,8.2961855,17.021,0.39,0.198,0.348,0.19426,0.10618,0.9782816,0.40348998,13.432,1.147,0.21
EMR,157.57,87.892549632,21.771511,34.40393,4.7357244,4.312851,16.401,1.81,0.07,0.23,0.53161,0.26924,3.706249984,0.128,67.677,1.235,1.41
EOG,150.21,78.789533696,10.301197,11.680406,2.9941297,2.5993288,5.769,1.22,0.587,1.094,0.62636,0.40717998,4.478750208,0.22507,25.891,0.278,2.67
EQT,53.79,33.646508032,13.623205,12.480279,3.6202712,1.3320621,6.111,1.53,-0.039,-0.74,0.80748004,0.23372999,2.460903936,0.11078,19.595,0.578,1.23
ERIE,268.64,14.047151104,19.174875,24.377497,3.4099422,5.6938176,16.296,2.67,0.028,0.032,0.17904,0.19096,0.481207744,0.24808,2.56,0.3,2.21
ES,71.25,26.838075392,14.511851,18.506495,1.9172282,1.6421213,11.066,2.59,0.023,-0.854,0.52752,0.23923,0.811961344,0.09016,180.7,0.702,4.49
ESS,293.61,20.239384576,47.61812,45.733643,10.216914,3.5449014,20.677,7.02,0.031,-0.718,0.68771005,0.33975,1.04392672,0.0771,122.409,0.708,3.58
ETN,408.67,158.727438336,25.48819,41.658512,5.2849717,7.8368845,27.639,3.01,0.214,-0.159,0.36022,0.16563,3.106125056,0.19684,105.059,1.177,1.05
ETR,105.79,49.364946944,20.756243,27.056265,3.6614833,2.7080507,14.428,1.87,0.059,-0.019,0.47000998,0.24458,-4.400858112,0.10248999,186.77,0.486,2.45
EVRG,81.39,18.765860864,17.829018,20.709923,3.0794501,1.8355886,12.388,2.22,0.044,0.23,0.52696997,0.25238,-1.44336256,0.092539996,160.554,0.515,3.44
EW,90.5,52.1641984,26.794966,53.86905,8.001766,4.9144716,24.195,2.16,0.136,-0.254,0.77839,0.29839,1.232412544,0.09175,6.568,0.846,
EXE,96.33,22.300760064,10.847534,8.30431,1.8205811,1.1630547,3.766,1.06,-0.106,-0.455,0.47069,0.26323998,1.466249984,0.14893,19.207,0.319,2.39
EXPD,187.83,24.416139264,23.693174,27.340612,2.028592,11.526849,18.953,3.15,0.321,0.515,0.13549,0.107080005,0.79756224,0.4267,26.745,1.045,0.86
EXPE,339.125,40.702488576,14.019397,21.34204,2.592456,33.66005,13.296,1.0,0.14,1.887,0.90433,0.1898,3.434374912,0.89489,230.271,1.246,0.6
EXR,146.25,32.277747712,30.361916,32.213657,9.193019,2.3306031,19.758,6.34,0.038,0.06,0.74919,0.45882,1.499437568,0.06953,101.674,1.185,4.41
F,13.93,55.547211776,7.280615,,0.29550633,1.5550346,25.994,8.48,-0.038,,0.07115,0.018819999,-7.940250112,-0.18252,456.708,1.848,4.16
FDS,305.31,10.85851648,15.497293,20.112648,4.4530244,5.3747973,12.796,1.38,0.064,-0.096,0.51382,0.30542,0.621161344,0.27032,77.284,0.687,1.55
FDX,334.05,79.059755008,16.028725,17.998383,0.83466804,2.533311,8.975,1.37,0.125,-0.043,0.27318,0.11129,5.656625152,0.14846,135.697,1.36,1.5
FDXF,131.27,19.627245568,25.974771,29.97032,2.2316368,-39.49158,26.942,,0.048,-0.611,0.29278,-0.057719998,-0.511124992,0.69093,,,
FE,46.57,26.947262464,15.789652,99.085106,1.7227896,2.083296,10.514,1.63,0.088,0.083,0.68605006,0.19304001,-2.014625024,0.09491,200.908,0.45,4.05
FERG,236.45,45.74189568,18.80828,23.295567,1.4546081,7.376614,17.362,1.48,0.046,0.069,0.30633,0.10159001,0.0,,111.063,1.121,1.47
FFIV,379.04,21.463967744,20.96836,30.226477,6.4858913,5.5863585,22.124,1.37,0.109,0.114,0.81865996,0.24649,0.717135488,0.1983,6.546,1.033,
FICO,1166.4,25.191483392,21.991154,33.72073,10.524627,-6.148364,24.282,0.82,0.257,0.412,0.851,0.53787,0.774413504,,,1.321,
FIS,41.4,21.35022592,6.17656,6.359447,1.7539997,1.3320036,11.871,0.24,0.291,,0.35836,0.20669001,2.65312512,0.22348,132.51,0.813,4.26
FISV,52.96,28.16236544,6.518202,10.145594,,1.0452563,,,,,,,0.0,,,,
FITB,54.9,49.788403712,11.114688,18.484848,4.9302487,1.5408796,,2.08,0.518,-0.057,0.0,0.39078,0.0,0.08438,,0.923,2.92
FIX,1609.69,56.651956224,26.748598,39.686634,5.0455856,87.69763,30.204,0.73,0.01,0.388,0.25661,0.07885,1.841915392,0.55292,45.489,1.701,0.22
FOX,61.59,25.84625152,10.720627,16.039062,1.5091821,2.2224228,7.514,,0.281,0.031,0.36629,0.25214002,0.555374976,0.14291,64.06,0.541,0.95
FOXA,69.21,29.043986432,11.86167,18.023438,1.6959002,2.4973838,8.323,1.23,0.281,0.031,0.36629,0.25214002,0.555374976,0.14291,64.06,0.541,0.85
FRT,117.54,10.275150848,38.013737,23.745455,7.6503015,3.1866615,18.256,3.59,0.072,-0.456,0.68136,0.35035,0.456137632,0.12550999,134.114,0.929,3.97
FSLR,208.31,22.387032064,9.013906,12.842787,4.162651,2.1691954,9.009,0.58,-0.037,0.233,0.44015998,0.42641997,1.5986848,0.18509,1.88,1.746,
FTV,60.46,18.259951616,18.609203,31.989418,4.270795,3.0187738,17.316,0.98,0.079,0.04,0.6323,0.19137,0.939112512,0.07318,59.283,0.976,0.47
GD,383.77,103.831724032,20.690897,23.386349,1.8926327,3.864753,16.427,2.67,0.081,0.134,0.15375,0.1038,4.400124928,0.17803,35.335,0.328,1.66
GDDY,100.52,12.730627072,9.115393,14.936107,2.4941964,1896.6038,10.829,0.68,0.066,0.298,0.63802,0.27056998,1.204950016,4.42861,57334.33,0.918,
GEHC,74.19,33.510602752,13.712936,17.09447,1.5869662,3.0533378,11.829,2.06,0.058,0.168,0.39528,0.14976,1.573124992,0.19376,93.965,0.817,0.19
GEN,29.11,17.424867328,8.818326,17.023392,3.4307673,6.5651784,10.357,1.46,0.063,0.64,0.78007007,0.35554,1.547124992,0.41944,307.831,1.201,1.73
GIS,40.92,21.877037056,12.743693,,1.1873819,3.9520955,7.083,11.74,0.022,-0.145,0.33733,0.19194001,2.308499968,-0.01028,217.629,-0.047,6.1
GL,173.13,13.304945664,10.481141,11.511304,2.148746,2.167105,9.593,1.3,0.08,0.197,0.33905998,0.24642,1.16350336,0.20944999,55.675,0.472,0.77
GLW,145.55,125.3750784,33.68839,67.07373,7.375636,10.49917,33.418,1.14,0.166,0.185,0.36395,0.15649,0.734499968,0.16813,71.448,1.148,0.75
GM,86.98,78.669193216,5.857989,38.830357,0.4240287,1.2303385,11.107,0.35,0.019,-0.262,0.10177,0.03202,21.933750272,0.03164,202.341,1.329,0.82
GNRC,203.56,12.011334656,17.221323,46.795403,2.7059956,4.173963,20.894,0.85,0.106,0.92,0.39539,0.17932,0.289056512,0.09491,49.003,1.925,
GPC,135.69,18.706190336,16.338764,542.76,0.7461126,4.132984,11.975,1.32,0.06,-0.098,0.37564,0.06562,0.917241984,0.0070700003,146.415,0.646,3.17
GPN,94.3,24.953513984,5.8846145,44.691948,2.444806,1.0846062,9.76,0.27,0.686,-0.952,0.63959,0.16108,7.8677632,0.02428,98.273,0.775,1.07
GRMN,291.25,56.16830464,26.510315,30.025774,7.3218827,6.222759,23.545,3.6,0.114,0.353,0.60081,0.30438998,1.043656256,0.21886998,2.513,0.874,1.42
GWW,1321.9,62.262738944,25.89722,33.68756,3.3118083,15.071945,20.024,2.06,0.103,0.205,0.39395002,0.16072,1.247750016,0.46091,61.977,1.047,0.76
HAL,34.63,28.851306496,11.909593,18.130892,1.2930686,2.6232862,8.61,0.86,0.037,0.161,0.15076,0.12793,2.052249984,0.14917,74.186,0.753,1.92
HAS,95.41,13.457052672,14.620631,16.97687,2.7059143,19.112581,12.089,1.8,0.162,,0.63822,0.22157,0.688150016,1.5956,531.042,0.468,2.99
HBAN,17.04,34.427871232,9.07822,13.107694,3.7515388,1.1575302,,2.01,0.476,-0.029,0.0,0.41932,0.0,0.09002,,0.946,3.64
HCA,429.24,92.931104768,13.368293,14.389541,1.2205981,-14.085912,9.321,1.4,0.087,0.116,0.42580003,0.15161,3.738125056,,,1.109,0.73
HD,337.43,336.45707264,21.038593,23.596502,1.988799,20.184843,15.556,1.87,0.057,0.046,0.33206,0.14288999,11.190750208,1.0429599,376.524,0.959,2.78
HIG,138.98,37.645791232,10.152751,9.598066,1.2841818,1.9560596,6.73,0.12,0.081,0.361,0.37868,0.17615,5.507500032,0.22061001,22.33,0.458,1.76
HII,294.63,11.609777152,14.140043,17.547945,0.88052917,2.1855528,12.541,1.09,0.109,0.365,0.124,0.0708,-0.300249984,0.12968001,55.252,0.241,1.85
HLT,330.07,74.287177728,31.56692,48.611195,14.554698,-11.819029,28.031,1.58,0.025,0.141,0.79036003,0.62987,1.393874944,,,1.063,0.18
HONA,161.2,51.092779008,17.690413,49.14634,2.8519552,-8.96851,19.044,1.21,0.054,-0.709,0.34535,0.14684,0.0,,,,
HOOD,103.62,93.162913792,31.903004,45.84956,18.88948,9.826458,,2.45,0.323,0.476,0.9189,0.43884,0.0,0.23618999,240.279,2.321,
HPE,52.43,69.427994624,12.887353,48.999996,1.7896582,2.743159,15.424,0.85,0.4,,0.33776,0.087,3.836,0.06315,84.03,1.436,1.07
HPQ,28.58,26.137059328,9.535948,10.585185,0.45521465,-182.03821,7.286,24.43,0.09,0.162,0.20315,0.07114,3.45087488,,,1.194,4.04
HRL,24.09,13.257086976,15.424807,28.341175,1.0849447,1.6677052,10.244,1.68,-0.029,-0.051,0.15783,0.11057,0.47116976,0.05831,4.244,0.331,4.9
HSIC,89.51,9.975580672,14.922437,26.09621,0.74964637,3.173101,13.968,2.02,0.067,0.171,0.31319,0.057550002,0.446,0.088549994,80.733,0.808,
HST,23.19,16.110706688,22.070791,15.563759,2.584329,2.4865966,11.695,3.63,0.036,0.084,0.29195,0.18215,1.69237504,0.15558,85.298,1.122,3.45
HSY,189.94,38.163820544,19.247644,25.912687,3.1374629,8.364085,15.651,1.06,0.066,6.31,0.38377,0.23119,1.743636352,0.32808998,129.821,0.097,3.11
HUBB,466.76,24.66013184,20.402124,27.668049,3.9630485,6.3039045,19.799,2.18,0.153,-0.009,0.35338002,0.21666999,0.495812512,0.24444,141.642,0.899,1.21
HUM,386.61,46.424244224,23.3347,36.57616,0.3186749,2.4162972,10.132,2.15,0.262,0.271,0.13653,0.034649998,1.940999936,0.06893,76.485,0.74,0.93
HWM,263.29,105.00042752,41.01742,56.621506,11.5169935,18.373343,40.246,0.8,0.241,0.33,0.36032,0.28504,1.189874944,0.34732,81.368,1.212,0.21
IBKR,93.05,158.540038144,29.229021,36.924606,23.195324,7.1014276,,1.8,0.263,0.353,0.93036,0.76532996,0.0,0.24018998,205.748,1.343,0.37
IBM,231.04,217.670729728,17.553017,20.500443,3.150311,6.318092,16.953,2.41,0.011,-0.018,0.58098,0.16548,12.049750016,0.34460998,188.97,0.705,2.87
ICE,162.99,91.50169088,18.514711,22.956339,8.6665745,3.1295483,16.396,2.96,0.048,0.142,1.0,0.52626,3.633625088,0.14094,69.226,0.93,1.29
